item_id,study_id,key_construct,key_breadth,key_denom_class
F0523,2-s2.0-85096862559,SHARING,,political_news
F0524,2-s2.0-85096862559,SHARING,,political_news
F0525,2-s2.0-85096862559,SHARING,,political_news
F0526,2-s2.0-85096862559,SHARING,,political_news
F0527,2-s2.0-85096862559,SHARING,,political_news
F0528,2-s2.0-85096862559,SHARING,,political_news
F0529,2-s2.0-85096862559,SHARING,,political_news
F0530,2-s2.0-85096862559,SHARING,,political_news
F0531,2-s2.0-85096862559,SHARING,,political_news
F0532,2-s2.0-105029413645,REACH,,population
F0533,2-s2.0-105029413645,REACH,,population
F0534,2-s2.0-105029413645,EXPOSURE,,topical
F0535,2-s2.0-105029413645,EXPOSURE,,topical
F0536,2-s2.0-105029413645,CONCENTRATION,,n/a
F0537,2-s2.0-105029413645,CONCENTRATION,,n/a
F0538,W4281770633,OTHER,misleading,n/a
F0539,2-s2.0-85066941307,OTHER,false,topical
F0540,2-s2.0-85066941307,OTHER,false,topical
F0541,2-s2.0-85188806397,OTHER,,n/a
F0542,2-s2.0-105039619015,REACH,,population
F0543,2-s2.0-105039619015,REACH,,population
F0544,2-s2.0-85209547248,REACH,,news_diet
F0545,2-s2.0-85209547248,REACH,,news_diet
F0546,2-s2.0-85162702221,REACH,,all_media
F0547,2-s2.0-85162702221,REACH,,all_media
F0548,2-s2.0-85162702221,REACH,,all_media
F0549,2-s2.0-85060025053,REACH,,population
F0550,2-s2.0-85060025053,REACH,,population
F0551,2-s2.0-85060549676,REACH,,political_news
F0552,2-s2.0-85060549676,REACH,,political_news
F0553,W4205602257,SHARING,,topical
F0554,W4205602257,SHARING,,topical
F0555,W4205602257,SHARING,,topical
F0556,W4205602257,SHARING,,topical
F0557,W4205602257,SHARING,,topical
F0558,W4205602257,SHARING,,topical
F0559,W4205602257,SHARING,,topical
F0560,W3033912864,OTHER,,n/a
F0561,2-s2.0-85096102360,RECALL,false,population
F0562,2-s2.0-85096102360,RECALL,false,population
F0563,2-s2.0-105027856675,SHARING,,political_news
F0564,2-s2.0-105027856675,SHARING,,political_news
F0565,2-s2.0-105027856675,SHARING,,political_news
F0566,2-s2.0-105027856675,SHARING,,political_news
F0567,2-s2.0-105027959122,REACH,false,population
F0568,2-s2.0-105027959122,REACH,false,population
F0569,2-s2.0-85194023903,OTHER,,n/a
F0570,2-s2.0-85217829893,CONTENT,misleading,curated_sample
F0571,2-s2.0-85217829893,CONTENT,misleading,curated_sample
F0572,2-s2.0-85168520853,CONTENT,false,single_source
F0573,2-s2.0-85168520853,CONTENT,false,single_source
F0574,2-s2.0-85085573221,RECALL,false,population
F0575,2-s2.0-85085573221,RECALL,false,population
F0576,2-s2.0-85085573221,RECALL,false,population
F0577,2-s2.0-85152674280,REACH,,population
F0578,2-s2.0-85152674280,REACH,,population
F0579,2-s2.0-85152674280,REACH,,population
F0580,2-s2.0-105029413645,REACH,,population
F0581,2-s2.0-105029413645,REACH,,population
F0582,2-s2.0-105029413645,REACH,,population
F0583,2-s2.0-105029413645,REACH,,population
F0584,2-s2.0-105029413645,REACH,,population
F0585,2-s2.0-105029413645,REACH,,population
F0586,2-s2.0-105029413645,REACH,,population
F0587,2-s2.0-105029413645,REACH,,population
F0588,2-s2.0-85194733750,OTHER,,n/a
F0589,2-s2.0-85194733750,OTHER,,n/a
F0590,2-s2.0-85081743293,REACH,,population
F0591,2-s2.0-85081743293,REACH,,population
F0592,2-s2.0-85081743293,REACH,,population
F0593,2-s2.0-85081743293,REACH,,population
F0594,2-s2.0-85081743293,EXPOSURE,,news_diet
F0595,2-s2.0-85081743293,EXPOSURE,,news_diet
F0596,2-s2.0-85081743293,EXPOSURE,,news_diet
F0597,2-s2.0-85081743293,EXPOSURE,,news_diet
F0598,SEED-cordonnier2021,REACH,,all_media
F0599,NEW-moreno-jmirderma,CONTENT,false,single_source
F0600,NEW-moreno-jmirderma,CONTENT,false,single_source
F0601,NEW-moreno-jmirderma,CONTENT,false,single_source
F0602,NEW-moreno-jmirderma,RECALL,false,population
F0603,NEW-jadara-2022,RECALL,false,population
F0604,2-s2.0-85165815218,OTHER,,n/a
F0605,2-s2.0-85165815218,OTHER,,n/a
F0606,2-s2.0-85060549676,REACH,,political_news
F0607,2-s2.0-85194733750,OTHER,,n/a
F0608,2-s2.0-85194733750,OTHER,,n/a
F0609,2-s2.0-85194023903,OTHER,,n/a
F0610,2-s2.0-105027856675,SHARING,,political_news
F0611,2-s2.0-105027856675,SHARING,,political_news
F0612,2-s2.0-105027856675,SHARING,,political_news
F0613,2-s2.0-105027856675,SHARING,,political_news
F0614,2-s2.0-105027856675,SHARING,,political_news
F0615,2-s2.0-105027856675,SHARING,,political_news
F0616,2-s2.0-105027856675,SHARING,,political_news
F0617,2-s2.0-105027856675,SHARING,,political_news
F0618,2-s2.0-105027856675,SHARING,,political_news
F0619,2-s2.0-105027856675,SHARING,,political_news
F0620,2-s2.0-105027856675,OTHER,,n/a
F0621,2-s2.0-105027856675,OTHER,,n/a
F0622,2-s2.0-105027856675,OTHER,,n/a
F0623,2-s2.0-105027856675,OTHER,,n/a
F0624,2-s2.0-105027856675,OTHER,,n/a
F0625,2-s2.0-105027856675,SHARING,,political_news
F0626,2-s2.0-105027856675,SHARING,,political_news
F0627,2603.11058,CONTENT,false,curated_sample
F0628,2603.11058,CONTENT,false,curated_sample
F0629,2603.11058,CONTENT,false,curated_sample
F0630,2603.11058,CONTENT,false,curated_sample
F0631,PMID-42295743,CONTENT,misleading,topical
F0632,PMID-42295743,CONTENT,misleading,topical
F0633,PMID-42295743,CONTENT,misleading,topical
F0634,OA-W4407797130,RECALL,false,population
F0635,OA-W4407797130,RECALL,false,population
F0636,2-s2.0-105039619015,REACH,,population
F0637,2-s2.0-85162702221,REACH,,population
F0638,2-s2.0-85129632573,CONTENT,,topical
F0639,2-s2.0-85066894147,SHARING,,political_news
F0640,2-s2.0-85066894147,SHARING,,political_news
F0641,2-s2.0-85138494787,CONTENT,false,curated_sample
F0642,2-s2.0-85138494787,CONTENT,false,curated_sample
F0643,NEW-bergeronboutin-sciadv2026,EXPOSURE,,all_media
F0644,NEW-bergeronboutin-sciadv2026,EXPOSURE,,all_media
F0645,NEW-bergeronboutin-sciadv2026,CONCENTRATION,,n/a
F0646,NEW-berriche-fakerisland2026,CONTENT,misleading,news_diet
F0647,NEW-berriche-fakerisland2026,REACH,misleading,population
