decision,oaid,doi,year,title,reason
MAYBE,W4407195712,10.5210/spir.v2024i0.14090,2025,"CONTROVERSIES, PROBLEMATIC INFORMATION, AND POLARISATION: CASE STUDIES ACROSS SIX COUNTRIES",panel on problematic information circulation across six countries
MAYBE,W4409064420,10.61955/krbzhr,2024,COVID-19 health information needs and seeking behaviour of River State population,survey of 1053 may report share citing misinformation encounter
MAYBE,W3138053709,10.3390/journalmedia2010007,2021,COVID-19-Related Social Media Fake News in India,content analysis of 125 fake-news items; denominator is fake news
MAYBE,W4404510248,10.1111/bju.16583,2024,Can artificial intelligence evaluate the quality of YouTube videos on erectile dysfunction?,video quality/accuracy coding possible from abstract
MAYBE,W4394958350,10.47772/ijriss.2024.803161,2024,Capacity to Detect Fake News: Its Relationship to the Utilization of Online Platforms of BSED Social Studies Student,student fake-news survey may report encounter share
MAYBE,W2121458613,10.1016/j.jtcvs.2012.11.001,2013,Change you can count on,"no abstract; uninformative title, cannot rule out"
MAYBE,W7133342276,10.32832/amk.v4i4.3075,2025,Changes in the News Paradigm in Online Journalism,survey on hoax exposure and news trust; small n
MAYBE,W4396710265,10.1017/s0029665124001587,2024,Characteristics of popular diet-related TikTok videos,250-video TikTok content analysis may code misinformation
MAYBE,W7166867890,10.2196/82300,2026,Characterizing Online Questions and Answers About Cannabis Use and Pregnancy on the Social Media Platform Quora: Data Mining and Qualitative Content Analysis,content analysis may code inaccurate cannabis claims
MAYBE,W3129416825,10.3390/ijerph18052273,2021,Chilean Digital Press Coverage of the Relation between Diet and Mental Health,news content analysis; may code accuracy of health claims
MAYBE,W4382681354,10.57260/rcmrj.2023.264223,2023,Civic Life in the Digital Space of Pre-Service Teachers,survey; respondents reported widespread online disinformation
MAYBE,W4409313874,10.1016/j.nexres.2025.100322,2025,Climate hoax: The shift from scientific discourse to speculative rhetoric in climate change conversations,no abstract; climate-hoax rhetoric may be content-coded
MAYBE,W7204960880,10.1016/j.nexres.2026.102379,2026,Cognitive Warfare Through Misinformation in 2025 Hybrid Conflicts: Psychological and Economic Impacts and the Model-Projected Effects of Layered AI–Human Interventions,no abstract; cognitive-warfare misinformation impacts may include exposure
MAYBE,W7115918384,10.37899/mjds.v2i1.220,2025,Collective Action in Digital Activism: How Hashtags Mobilize Social Movements,survey of 400 may report misinformation-encounter share
MAYBE,W4400594187,10.21512/emacsjournal.v6i2.11556,2024,Combating Hoax and Misinformation in Indonesia Using Machine Learning What is Missing and Future Directions,detection review but cites 56% self-reported hoax exposure
MAYBE,W3091946553,10.1371/journal.pone.0239826,2020,Comparing covariation among vaccine hesitancy and broader beliefs within Twitter and survey data,survey plus coded tweets on vaccine beliefs; possible content prevalence
MAYBE,W4406400320,10.30574/wjarr.2025.25.1.0131,2025,Computational propaganda and misinformation: AI technologies as tools of media manipulation,mixed-methods study may quantify misinformation spread
MAYBE,W3138942390,10.2196/23593,2021,Concerns Discussed on Chinese and French Social Media During the COVID-19 Lockdown: Comparative Infodemiology Study Based on Topic Modeling,topic modelling of posts; misinformation share possible
MAYBE,W4409345740,10.1017/s1368980025000461,2025,Content quality versus sharing practices on social media: a cross-sectional analysis of nutrition information on Twitter,1005 shared nutrition articles quality-rated; accuracy coding unclear
MAYBE,W7165151295,10.6082/xts04-hjc52,2023,Correcting Misperceptions on Indian Whatsapp with Experimental Adaptation: Building an Experimentation Platform on Whatsapp,WhatsApp corpus and sharing tendencies may yield misinformation share
MAYBE,W7204221588,10.5377/rlpc.v7i14.23300,2026,Crisis institucional y disputa por el relato en Guatemala: análisis triangulado del discurso digital y la dieta mediática en la elección de la Corte de Constitucionalidad,135 posts analysed; disinformation share possible
MAYBE,W3202491947,,2021,Critical Thinking in Media Sphere: Attitude of University Teachers to Fake News and Its Impact on the Teaching,teacher survey may report encountering fake news
MAYBE,W2804339869,10.3916/c54-2018-10,2017,Critical thinking of young citizens towards news headlines in Chile,headline classification task may report news-quality shares
MAYBE,W2338956363,,2012,"Crowdwork, crisis and convergence: how the connected crowd organizes information during mass disruption events",crisis social media dissertation; may quantify misinformation in streams
MAYBE,W7201920245,,2026,Cuentas falsas y manipulación política: análisis temático y de sentimientos en Indonesia,"content analysis of 8,102 fake-account posts, share of divisive content"
MAYBE,W7117370959,10.54097/w5d78t62,2025,Current Misconceptions of Obsessive-Compulsive Disorder Among Chinese Adolescents: Causes and Implications,questionnaire may report share sourcing misinformation from social media
MAYBE,W7128435088,10.4314/iijikm.v16i2.1,2026,"Cybersecurity risk of frequent social media use among Gen Z influencers: A case study of university student Facebook users in Kisii University, Kenya",440 observations logging misinformation reports; rate possible
MAYBE,W7127951292,10.52326/jss.utm.2025.8(4).05,2026,DATA JUSTICE IN FOOD MARKETING: WILL ALGORITHMS ELIMINATE DATA BIAS ON PLATFORMS?,monitored 3300 posts; misinformation share possible
MAYBE,W7133537437,10.5210/spir.v2024i0.15346,2026,DETECTING OPINION LEADERS IN A TELEGRAM NETWORK OF FORWARDED MESSAGES,"Telegram forwarding network, possible sharing concentration"
MAYBE,W7168722119,10.5281/zenodo.21392527,2026,DIGITAL SOCIAL MEDIA AND NEWS: A NEW AGE JOURNALISM,questionnaire may report perceived misinformation among news users
MAYBE,W7162398686,10.62383/dialogika.v2i2.1011,2026,Dampak Hoaks Kenaikan Bahan Bakar Minyak di Platform X (2024-2026) terhadap Polarisasi Masyarakat,sentiment analysis of fuel-price hoax posts on X
MAYBE,W2965723438,,2018,De la ironía a la militancia : los memes de internet como arma política en la campaña presidencial colombiana del 2018,Facebook meme corpus with disinformation framing; falsity coding unclear
MAYBE,W7165056318,10.1007/s10796-026-10765-9,2026,"Decoding Deepfake Perceptions: Trustworthiness, Importance and Behavioral Intention",no abstract; deepfake perceptions may report exposure
MAYBE,W4413173963,10.58355/competitive.v4i3.175,2025,Decoding Gen-Z: The Impact of Social Networks on Their Decision-Making Mechanisms,survey of 345 students; misinformation concerns measured
MAYBE,W2991201953,10.1016/j.ijinfomgt.2019.102042,2019,Deep strategic mediatization: Organizational leaders’ knowledge and usage of social bots in an era of disinformation,bot knowledge/usage survey; construct unclear with no abstract
MAYBE,W7203444883,10.58216/kjri.v2025i1.659,2026,"Deepfake in Kenyan Media Landscape: Assessing Awareness, Detection Capacity, and Training Needs among Communication Practitioners",practitioner survey may report deepfake encounter/identification share
MAYBE,W7125380806,10.69693/sustainable.v1i3.22,2025,"Deepfakes, Public Trust, and Online Discourse: Sentiment Analysis of Responses to the “Guru Beban Negara” Hoax Clarification on Social Media",content/sentiment analysis of hoax responses may give shares
MAYBE,W7169774997,10.1111/pde.70318,2026,"Delayed Newborn Bathing: Exploring Social Media Trends, Cultural Perspectives, and Dermatologic Implications",narrative review plus assessment of TikTok claims
MAYBE,W2804236375,10.6082/m17p8wgz,2017,Demand for Online News under Government Control,browsing-panel shares for government-controlled news outlets
MAYBE,W7125488928,10.1093/biosci/biaf210,2025,Denial and Misconceptions about Tropical Deforestation,may quantify prevalence of deforestation denial content
MAYBE,W2282449574,10.5070/d3222030089,2016,Dermatology in Doximity,platform content analysis; accuracy coding unclear
MAYBE,W7125574270,,2025,"Desinformación en el sector alimentario. Estudio de casos publicados en Maldita, Newtral y EFE Verifica",content analysis of fact-checked agri-food disinformation cases
MAYBE,W4400642163,10.33595/2226-1478.15.2.916,2024,Desinformación sobre las vacunas contra la Covid-19 a través de la red social Facebook,Facebook anti-vaccine content analysis; denominator unclear
MAYBE,W4414897043,10.1080/1461670x.2025.2562141,2025,"Different Country, Different Truth? A Cross-Country Comparison of Fact-Checking Journalism During Public Health Crises",content analysis of 1036 fact-checks; claim-topic shares
MAYBE,W4412264111,,2018,"Different platforms, different journalisms:A diacrone study of content qualities in news media across platforms",content-quality coding across platforms may include accuracy
MAYBE,W4396889489,10.3390/soc14050066,2024,Digital Competencies in Verifying Fake News: Assessing the Knowledge and Abilities of Journalism Students,student verification survey may include misinformation encounters
MAYBE,W7196950114,10.33411/ijist/1601,2025,Digital Credibility and Social Gratification: Understanding How Generation Z in Pakistan Engages with Misinformation and Algorithmic Influence in the Contemporary Social Media Landscape,focus groups on misinformation engagement; on-topic
MAYBE,W7154697307,10.9790/0837-3101044951,2026,"Digital Democracy In India: Social Media, Public Opinion And Election Polling (2010 – 2025)",survey on Indian digital democracy may report misinformation exposure
MAYBE,W7202254937,10.36948/ijfmr.2026.v08i04.85210,2026,Digital Democracy and Electoral Integrity: Regulating Social Media Influence in Developed and Developing Societies,mixed-methods incl. survey and social media content analysis
MAYBE,W4415543465,10.22178/pos.122-55,2025,Digital Literacy and Information Disorder: Understanding Older Adults' Interaction With False Information on Social Media,20 older adults; may report share encountering/sharing false info
MAYBE,W7204169053,10.5281/zenodo.22101118,2026,Digital Masculinity and Scientific Authority: Computational Analysis of Health Misinformation in Turkish and Macedonian Online Forums,computational analysis of health misinformation in forums; prevalence unclear
MAYBE,W7134248076,10.62823/ijemmasss/8.1(i).8521,2026,"Digital Media, Cultural Transformation, and Social Disorganization: An Indian Perspective",mixed-methods study reporting misinformation exposure in India
MAYBE,W4414192883,10.51903/k4h62185,2025,"Digital Natives, Critical Strangers: The Challenge of Student Critical Literacy in Indonesia's Post-Truth Era",reports share of students who had believed hoaxes
MAYBE,W7169584487,10.36108/njsa/6202.42.0101,2026,Digital Platforms and Public Confidence in Police-Citizen Relations in the Context of Security Crises in Nigeria,mixed-methods survey may quantify misinformation spread
MAYBE,W7169800177,10.24198/inf.v6i2.69804,2026,Digital financial literacy within the Telegram platform at the @sarjanacrypto community,qualitative Telegram case study; message coding may yield shares
MAYBE,W7110622323,,2025,Digitalization of News: Shaping News Consumption Behavior,news-diet quality survey may report unreliable-news share
MAYBE,W4412467255,10.1177/02666669251358479,2025,Digitisation and information dissemination: Evaluating the effect of information spread on national conflict in Nigeria,survey on fake news spread; perceived exposure share possible
MAYBE,W7134255627,10.5281/zenodo.18922574,2026,Disaster Management in The Digital ERA: The Power of Social Media Engagement,"survey N=100 on disaster social media, misinformation reported"
MAYBE,W2913276738,10.1080/21582041.2019.1569714,2019,"Disinformation and digital influencing after terrorism: spoofing, truthing and social proofing",social media monitoring after attacks may quantify rumour volume
MAYBE,W7166811293,10.65932/military-studies-2025-1-6,2025,"Disinformation operations as an asymmetric instrument of pressure on military cohesion: the case of the Western Balkans, 2016-2023",disinformation volume index; per-capita prevalence possible
MAYBE,W7136301092,10.5281/zenodo.19048325,2026,"Drivers, Barriers, And Continuance Intention Of Digital Payment Platforms In The Misinformation Era: A Study In Odisha.",survey N=394 on misinformation barriers to digital payments
MAYBE,W7133500060,10.5281/zenodo.18861088,2026,ETHICAL DISCOURSE IN PUBLIC RELATIONS PRACTICE IN THE DIGITAL AGE,PR practitioner survey N=110 reporting more fake news
MAYBE,W3129131992,10.33564/ijeast.2020.v05i05.052,2020,EVALUATING COVID-19 HEALTH INFORMATION USING MACHINE LEARNING,quantifies anti-vaccination COVID content online
MAYBE,W7204936956,10.5281/zenodo.22231644,2026,EXPOSURE TO ONLINE NEWS PLATFORMS AND POLITICAL AWARENESS AMONG AUCHI POLYTECHNIC STUDENTS,student news-exposure survey; fake-news encounter share possible
MAYBE,W7154722458,10.5281/zenodo.19625708,2026,"Education on Countering Wrong and Hostile Viewpoints in Cyberspace for University Students: A Case Study at Nghe an University, Vietnam",student survey on identifying misinformation may report exposure share
MAYBE,W4414979000,10.47772/ijriss.2025.909000299,2025,"Effect of Digital Electoral Mobilization on National Security in Nairobi City County, Kenya",mixed-methods survey of 400 may quantify misinformation exposure
MAYBE,W7140276406,10.7860/jcdr/2026/88273.23051,2026,Effect of Digital Food Environment on Dietary Choices in Adults of Delhi NCR: A Quantitative Survey,survey N=250 addressing prevalence of food misinformation
MAYBE,W7127396173,10.36615/zcmncs11,2025,Effect of Social Media on National Security During the 2020 ENDSARS Protests in Lagos State,survey may quantify misinformation spread during protests
MAYBE,W4392510276,10.5409/wjcp.v13.i1.89139,2024,Effect of nutrition-related infodemics and social media on maternal experience: A nationwide survey in a low/middle income country,nationwide survey of nutrition misinformation may report exposure share
MAYBE,W4401593904,10.55559/sjahss.v3i8.369,2024,Efficacy of Verification Observatories in Mitigating the Psychological Impact of Rumors Disseminated via social media During wars: Gaza War on Telegram in 2023 as a case study,survey on war rumours on Telegram; exposure share unclear
MAYBE,W7204452824,10.63380/irj.v4n2.2026.410,2026,"El nuevo periodismo en Ecuador: redes sociales, influenciadores y lenguaje digital (2020-2025)",documentary study citing secondary misinformation incidence data
MAYBE,W4229001797,10.1111/jonm.13664,2022,Electronic health literacy among older adults in the context of the COVID‐19 pandemic: A mixed‐methods study,eHealth literacy survey may report misinformation encounters
MAYBE,W3108812612,10.1108/oir-04-2020-0130,2020,Encountering misinformation online: antecedents of trust and distrust and their impact on the intensity of Facebook use,survey on encountering misinformation on Facebook; may report exposure share
MAYBE,W7171400360,10.33094/ijssp.v18i1.2469,2026,Endangered democracies: A comparative study of the 2023 Nigerian presidential election and the rise of Nazism in 1930s Germany,scraped election posts analysed for misinformation; share unclear
MAYBE,W7128716320,10.9734/arjass/2026/v24i2873,2026,Evaluating Social Media Platforms for Promotion of Maternal Health Awareness among Women in Nasarawa State,survey may report share citing misinformation as challenge
MAYBE,W7204608296,,2026,Evaluating the Clinical Utility of Large Language Models in Otolaryngology Patient Education,LLM answers scored for accuracy; scoring incomplete
MAYBE,W4393072789,10.53964/jmer.2024002,2024,Evaluating the Impact of Social Media News on the Level of Students’ Fear and Anxiety during the COVID-19 Pandemic,survey on false COVID news may report encounter share
MAYBE,W3076458421,,2020,Evaluating the Quality of Information Found in the Most Common Health Websites in Google Using DISCERN and CRAAP,quality rating of top health websites; CRAAP includes accuracy dimension
MAYBE,W7133344411,10.5281/zenodo.18850435,2026,Evaluating the Role of Social Media in Democratic Deliberation: A Study,student survey N=130 reporting misinformation concerns
MAYBE,W7162184709,10.1093/ntr/ntag120,2026,"Examining marketing, imagery, and health-related messaging on nicotine pouch products on YouTube Shorts: an exploratory content analysis","content analysis of health claims in videos, accuracy coding unclear"
MAYBE,W7164758262,10.46568/jmcd.v32i1.447,2025,"Explorations of New Media in Investigative Journalism Practice and Whistleblowing Among Journalists in Selected South-West States, Nigeria",journalist survey; fake-news encounter share possible
MAYBE,W7140160130,10.2196/95273,2026,Exploring Conversational Dynamics in Scientific and Pseudoscientific Health Communities on YouTube: A Process Mining and Network Analysis Study (Preprint),"YouTube videos classified scientific vs pseudoscientific, share possible"
MAYBE,W4285795763,10.30935/ojcmt/12240,2022,Exploring Denial Strategies against Climate Change across Agents and Media Platforms,content analysis of climate disinformation; denominator unclear
MAYBE,W4213346193,10.2196/33110,2022,Exploring Resource-Sharing Behaviors for Finding Relevant Health Resources: Analysis of an Online Ovarian Cancer Community,codes shared health resources; relevance not clearly accuracy
MAYBE,W7107870533,10.24191/jikm.v15isi2.7237,2025,Exploring The Impact of Social Media Utilization on Perceived Information Overload: The Mediating Role of Information Disorder Experiences,survey may report perceived misinformation exposure
MAYBE,W4403042484,10.1017/s0029665124004828,2024,Exploring protein literacy online: a thematic analysis of YouTube comments on food protein knowledge,YouTube comment analysis with percentages; misinformation theme unclear
MAYBE,W4405872607,10.30574/wjarr.2024.24.3.3935,2024,Exploring social media strategies use during the presidential campaign of the 2023 general elections in Nigeria,survey of 385 voters may report misinformation exposure share
MAYBE,W4408336983,10.22214/ijraset.2025.67348,2025,Exploring the Impact of Social Media Applications on the Education System,student survey reporting platform use and misinformation exposure
MAYBE,W7134836879,10.5281/zenodo.18935253,2026,"Exposure and Trust in Online Political Messages in the Age of Social Media Algorithms among Voters in South-South, Nigeria",voter survey N=400 on exposure to political messages
MAYBE,W4389094417,10.1080/21645515.2023.2281729,2023,Extracting factors associated with vaccination from Twitter data and mapping to behavioral models,topic modelling may report misinformation topic share
MAYBE,W7162846831,10.30574/ijsra.2026.19.2.1199,2026,"Fact, fake, or false: Determining millennials’ susceptibility to media effects on disaster information",survey of millennials on fake disaster information
MAYBE,W7119496210,10.1080/1461670x.2025.2610340,2026,"Fact-Checking in Venezuela: Navigating Authoritarianism, Media Collapse, and Economic Crisis to Counter Misinformation",content analysis of 1178 fact-checks; shares possible
MAYBE,W7154880352,,2026,Factors Associated with Trust in Social Media Information: An Analysis of Psychosocial and Demographic Correlates,Pew panel survey of social media news users may report exposure
MAYBE,W7168261248,10.5281/zenodo.21298626,2026,Fake Accounts and Political Manipulation: Topic and Sentiment Analysis in Indonesia,share of divisive/manipulative posts within 8102-post sample
MAYBE,W7169513053,10.51698/tripodos.2026.60.02,2026,Fake News and Football. The Qatar World Cup as a Showcase for Disinformation,content analysis of World Cup hoaxes; denominator unclear
MAYBE,W1972947958,10.1016/s1526-4114(11)60181-9,2011,Families Ask Because They Need Answers,no abstract; title gives no subject
MAYBE,W4400112596,10.1093/pnasnexus/pgae257,2024,Followers do not dictate the virality of news outlets on social media,Facebook data on unreliable news outlets; engagement share unclear
MAYBE,W7202213311,10.59185/tjr.v49i1.215,2025,Fractured Truth Between the Border and Broadcasts – The PostTruth Gaze of Indian Media on Bangladeshi Hindus After the July Uprising,content analysis of media disinformation; share possible
MAYBE,W3088859497,10.1093/pa/gsaa033,2020,From Bad to Worse? The Media and the 2019 Election Campaign,election media analysis; may quantify misinformation reach
MAYBE,W7151747156,10.5281/zenodo.19468728,2026,From Screens to Ballots: The Influence of Social Media in Shaping Students' Views on the 2028 Elections,student election survey may report perceived misinformation exposure
MAYBE,W4411123864,10.28982/josam.8029,2025,From hashtags to healing: Social media insights on kinesio taping in Türkiye,content analysis of health posts may code accuracy
MAYBE,W4300003789,10.30813/bricolage.v8i2.3090,2022,From sadness to anger: Public perception over Covid-19 news coverage in Indonesia,news-perception survey; possible misinformation encounter share
MAYBE,W3148801295,10.5539/ass.v17n4p24,2021,"Functions, Influences & Effects of WhatsApp Use During the Movement Control Order (MCO) in Malaysia",interviews report encountering fake news on WhatsApp
MAYBE,W4365148965,10.48047/jcr.06.02.37,2023,Future of Digital Media in India: A Quantitative study of Experts' Opinion,"quantitative expert survey mentioning false news, estimate unclear"
MAYBE,W4313324568,10.53791/imgelem.1187245,2022,GENERATION Z: MEDIA CONSUMPTION AND MIL,media-consumption survey; may report disinformation exposure
MAYBE,W4367147499,10.22720/hnmr.2022.6.2.189,2022,"Global health, global networks: a multilingual network approach to COVID-19 tweets in Norway, Korea, and Italy",Twitter network study; may quantify misinformation sources
MAYBE,W4416358967,10.48175/ijarsct-29321,2025,Hashtag Democracy: Social Media Movements and the Shifting Terrain of Civic Engagement,survey may report share concerned with/encountering misinformation
MAYBE,W7208722976,10.1016/j.ijmedinf.2026.106708,2026,"Health information seeking and digital tool engagement among diabetes patients: post-COVID-19 perspectives on trust, misinformation, and AI-Based MOH services",no abstract; diabetes patients survey on misinformation and trust
MAYBE,W7204856675,10.3389/fpubh.2026.1931903,2026,"Health misinformation, digital health literacy, and attitudes toward science among university students: an exploratory cross-sectional survey",student survey on health misinformation; exposure share unclear
MAYBE,W4410128941,10.63682/jns.v14i13s.3236,2025,Healthcare Interventions to Mitigate the Effects of Social Media on Neonatal Health: Combating Misinformation and Enhancing Parental Support,survey of parents' exposure to social media misinformation
MAYBE,W4221106178,10.1016/j.vaccine.2022.03.024,2022,Hesitancy towards COVID-19 vaccines on social media in Canada,no abstract; social media vaccine hesitancy content may be coded
MAYBE,W3045528870,10.1016/j.carage.2020.07.017,2020,Honesty Is the Best Policy,no abstract; title too vague to exclude with certainty
MAYBE,W3099932286,10.3389/feduc.2020.565062,2020,"How Do University Students’ Web Search Behavior, Website Characteristics, and the Interaction of Both Influence Students’ Critical Online Reasoning?",browsing logs coded for website quality; possible share of low-quality visits
MAYBE,W4220988406,10.5204/mcj.2852,2022,How Google Autocomplete Algorithms about Conspiracy Theorists Mislead the Public,may report share of misleading autocomplete subtitles for conspiracists
MAYBE,W4281755992,10.3390/ijerph19116751,2022,How Official Social Media Affected the Infodemic among Adults during the First Wave of COVID-19 in China,survey of perceived infodemic; share with denominator unclear
MAYBE,W7165760962,10.18549/pharmpract.2026.2.3608,2026,How social media influencers shape medical and health product purchases: A Cross-sectional analysis,health-purchase survey may report misinformation exposure
MAYBE,W4403649933,10.1016/j.jbusres.2024.115014,2024,"I like, I share, I vote: Mapping the dynamic system of political marketing",200M posts modelled; disinformation share possibly quantified
MAYBE,W4409247829,10.5117/ccr2024.2.7.mert,2024,I really thought I would use more than just Google: Investigating professional journalistic online use with browser history donations,browser-history donation study may code source reliability
MAYBE,W7163751893,10.29121/granthaalayah.v14.i5.2026.6918,2026,IMPACT OF SOCIAL MEDIA ON POLITICAL NEWS CONSUMPTION AMONG YOUTH,youth news survey may report misinformation exposure share
MAYBE,W7164553173,10.5281/zenodo.20666361,2026,IMPACT OF SOCIAL MEDIA USAGE ON CAREER DECISION-MAKING OF HIGHER SECONDARY STUDENTS,survey reports 64% exposure to misinformation; construct unclear
MAYBE,W7163665229,10.59415/mjacs.363,2026,INVESTIGATING THE ROLE OF SOCIAL MEDIA IN MEDIA LITERACY EDUCATION AMONG POST GRADUATION STUDENTS OF TUMKUR,student survey may report misinformation encounter share
MAYBE,W4206100778,10.17975/sfj-2021-015,2021,Identifying COVID-19 Instagram behaviour patterns via a novel network analysis pipeline,Instagram hashtag clusters incl. conspiracy content; share unclear
MAYBE,W4388814011,10.54254/2753-7064/12/20230076,2023,Identifying False Information in the Era of Big Data,survey may report self-reported receipt of false information
MAYBE,W7165626695,10.9790/0853-2503041622,2026,Impact Of Social Media Dental Trends On Periodontal Health Awareness And Practices: A Cross-Sectional Questionnaire-Based Study,survey on social media dental trends may quantify misleading content
MAYBE,W4409812115,10.55248/gengpi.6.0425.1433,2025,Impact Of Social Media Influence On Senior Citizens,survey share on misinformation susceptibility among seniors
MAYBE,W4311288517,10.1007/s10461-022-03922-z,2022,Impact of COVID-19 on HIV Prevention Access: A Multi-platform Social Media Infodemiology Study,infodemiology study; no abstract to judge
MAYBE,W7172534227,10.24818/ea/2026/73/901,2026,Impact of Fake News on Sustainable Apparel Consumption through Social Media,consumer survey n=539 on fake news exposure via social media
MAYBE,W4307133870,10.22376/ijpbs/lpr.2022.12.6.p87-95,2022,Impact of Infodemic on Public Perception on Covid-19 Pandemic: Web-Based Cross-Sectional Survey,infodemic survey; may report exposure share
MAYBE,W4292318859,10.46335/ijies.2022.7.9.17,2022,Impact of Media: Spreading Web Information,content analysis of 90 debunked stories; denominator unclear
MAYBE,W7164749183,10.58775/2735-3990.1548,2026,Impact of Social Media on Acne Treatment Practices in Egypt,health survey may report misinformation exposure share
MAYBE,W7160450658,10.62823/ijira/06.1(ii).8783,2026,Impact of Social Media on Electoral Behaviour in Local Elections,method unstated; may report voter misinformation exposure
MAYBE,W4414288561,10.63468/jpsa.3.3.80,2025,Impact of Social Media on Political Awareness and Voting Behaviour in Punjab,survey of 300; prevalence of misinformation reported as finding
MAYBE,W7203836436,10.56293/ijasr.2026.7210,2026,Impact of Social Media on Political Mobilization in Somalia: Opportunities and Challenges,survey n=216 may report share citing misinformation exposure
MAYBE,W7204136707,10.71085/rjhsa.04.02.81,2026,Impact of Social Media on Voting Behavior in Pakistan: A Case Study of 2024 Elections,student survey may report misinformation encounter share
MAYBE,W7164844576,10.5281/zenodo.20699751,2026,"Impact of TikTok on Social Activism, Youth Empowerment, and Community Building in Osun State, Nigeria",survey of 400 youth may report misinformation exposure
MAYBE,W4405656237,10.5935/2317-2622/direitomackenzie.v18n317289,2024,Impactos da interpretação sobre sustentabilidade e informações ambientais no Rio Grande do Sul: dados resultantes da aplicação de formulário do Projeto ATIA,survey form may quantify fake-news exposure to environmental information
MAYBE,W4403458436,10.1177/08944393241287793,2024,Improving the Quality of Individual-Level Web Tracking: Challenges of Existing Approaches and Introduction of a New Content and Long-Tail Sensitive Academic Solution,web-tracking tool paper; exposure shares from tracking data possible
MAYBE,W7164034087,10.64229/yz73sq53,2025,Influence of Smartphone Ownership on the Practice and Growth of Citizen Journalism among Uyo Residents,citizen-journalism survey; misinformation share possible
MAYBE,W7135067715,10.5281/zenodo.18979555,2026,"Influence of Social Media in Healthcare Decision Making: Evidence from Prem Niketan Hospital, Jaipur",survey N=150 reporting misinformation among challenges
MAYBE,W4412033631,10.4103/ijocr.ijocr_4_25,2025,Influence of Social Media on Public Awareness of Oral Cancer and Early Symptoms,survey reporting misinformation among respondents; construct unclear
MAYBE,W7105918140,10.5281/zenodo.17635597,2025,Influence of WhatsApp Broadcast Messages on Political Discourse during the 2023 Presidential Election in Selected South-South States of Nigeria,survey of 400 on WhatsApp broadcast exposure may cover false messages
MAYBE,W3187774863,10.2196/30971,2021,Infodemic Signal Detection During the COVID-19 Pandemic: Development of a Methodology for Identifying Potential Information Voids in Online Conversations,social-listening taxonomy may report misinformation shares
MAYBE,W4214697828,10.11594/jmaber.03.02.05,2022,Infodemic amidst the Covid-19 in the Philippines: Spotted By Vera Files.Org,quantified fact-checked false claims by platform; denominator unclear
MAYBE,W4225947046,10.6007/ijarbss/v12-i4/12909,2022,Informal Social Control Impact on Young People Political Participation Integrity: Structural Equation Modelling Approach,survey may report self-reported fake news spreading among youth
MAYBE,W4410552059,10.1016/j.elerap.2025.101504,2025,Information and funding decisions in peer-to-peer markets: An exploratory study,no abstract; title alone does not make exclusion certain
MAYBE,W3024871347,10.2196/15623,2020,Insights From Twitter Conversations on Lupus and Reproductive Health: Protocol for a Content Analysis,lupus Twitter content analysis protocol; misinformation share possible
MAYBE,W7166718490,10.55248/gengpi.07.0626.17b22,2026,Instagram Viral Content and Fact-Checking Techniques: An Analytical Study of Verification Practices in the Digital Media Environment,survey of 200 users may report misinformation encounter rates
MAYBE,W7120975745,10.63056/acad.004.04.1349,2025,"Instagram, Youth, and Law Enforcement in Pakistan: A Study of Perceptions, Trust, and Civic Engagement",survey may quantify perceived misinformation exposure
MAYBE,W4410599995,10.12677/ecl.2025.1451442,2025,Intelligent Governance of Fake News on Online Platforms in the Digital Economy Era—A Study on Key Node Identification Based on Multi-Indicators Fusion,identifies fake news super-spreaders; concentration possible
MAYBE,W7155626806,10.7759/cureus.107689,2026,Internet and Media Use in the Context of Infertility and Assisted Reproductive Technology: Empowerment or Overload?,survey of online health info use; misinformation share unclear
MAYBE,W7171798670,10.1371/journal.pdig.0001590,2026,"Internet use for pregnancy-related information and its correlates among women attending antenatal care in Mogadishu, Somalia",antenatal survey of online information use; exposure share unclear
MAYBE,W7125568091,,2025,Interés público y desinformación en tiempos de crisis: el caso de la DANA en Valencia en 2024,crisis disinformation study; may report content shares
MAYBE,W3127528189,10.47363/jvrr/2020(1)106,2020,Investigation of the Level of Public Awareness Outcome of COVID -19 Pandemic among Nigerians,Nigerian awareness survey may report misinformation exposure
MAYBE,W4416794548,10.52340/gs.2025.07.04.21,2025,Invisible Editors: Impact of AI on Media Content Quality and Trust,content analysis of AI-curated media may quantify low-quality share
MAYBE,W4386444597,10.1016/j.joms.2023.08.040,2023,Is TikTok a Tool in an Oral Surgery Practice?,no abstract; possible TikTok content analysis
MAYBE,W7164884619,10.58578/yasin.v6i4.10692,2026,Isu-Isu Kritis Historiografi di Era Digital: Analisis Narasi Sejarah pada Media Sosial,content analysis of 150 items may quantify disinformation
MAYBE,W3082916558,10.25200/bjr.v16n2.2020.1212,2020,JOURNALISM AND FACT-CHECKING: typification of sources used for checking and criteria for selecting fact-checked material – an analysis by Agência Lupa and Aos Fatos,fact-check corpus analysis; may report share rated false
MAYBE,W2131717922,10.1016/j.jaci.2009.12.988,2010,Justifiable deception in everyday practice,no abstract; ambiguous 'deception' title
MAYBE,W7171954308,10.69714/tj9rzq79,2026,KETIKA AI MENJADI MESIN HOAKS: SIAPA YANG BERTANGGUNG JAWAB?,"content analysis of 5,000 hoax posts; shares reported"
