id,disposition,stage,title
W4400288629,ARM_EXCLUDED_ABSTRACT,abstract,Pola Konsumsi Berita dalam Era Digital: Perbandingan Preferensi Generasi Z Terhadap Sumber Berita Tradisional dan Modern
W4400383613,ARM_NOT_RETRIEVED,retrieval,The impact of Freedom and Economic Development on the work of Social Media Platforms Across Nations “A Secondary Analysis in the Light of Normative Theories’ Principals”
W4400591458,ARM_EXCLUDED_ABSTRACT,abstract,A study on Kahramanmaraş Earthquake survivors : “Social media platforms were more effectively used than the traditional media”
W4400594187,ARM_EXCLUDED_ABSTRACT,abstract,Combating Hoax and Misinformation in Indonesia Using Machine Learning What is Missing and Future Directions
W4400640623,ARM_NOT_RETRIEVED,retrieval,Using Artificial Intelligence Systems in News Verification: An Application on X
W4400642163,ARM_EXCLUDED_ABSTRACT,abstract,Desinformación sobre las vacunas contra la Covid-19 a través de la red social Facebook
W4400662615,ARM_EXCLUDED_ABSTRACT,abstract,Network Analysis of News Spread on YouTube in Korea: Focus on the Death of Kim Jong-un
W4400887711,ARM_INCLUDED_FROZEN,included,Descaling psoriasis narratives on TikTok: A cross‐sectional study
W4401124349,ARM_EXCLUDED_ABSTRACT,abstract,THE ROLE OF SOCIAL MEDIA IN THE DEVELOPMENT OF POLITICAL CRISES
W4401396909,ARM_EXCLUDED_FULL_TEXT,full text,The COVID-19 infodemic as a major driver for vaccine hesitancy in conflict settings: a mixed-method study
W4401593904,ARM_EXCLUDED_ABSTRACT,abstract,Efficacy of Verification Observatories in Mitigating the Psychological Impact of Rumors Disseminated via social media During wars: Gaza War on Telegram in 2023 as a case study
W4401616392,ARM_NOT_RETRIEVED,retrieval,"Structural knowledge and subjective knowledge, not factual knowledge, promotes corrective and restrictive actions towards healthy eating misinformation in China: a multigroup comparison of extended cognitive mediation model based on altruism"
W4401793868,ARM_EXCLUDED_ABSTRACT,abstract,Short and clear: YouTube Shorts recommendations for rosacea
W4402265334,ARM_EXCLUDED_ABSTRACT,abstract,Social Media and Political Activism in India: A Content Analysis of Online Movements
W4402617605,ARM_EXCLUDED_ABSTRACT,abstract,The Age of Fragmentation: 100 Days of Trump’s Tweets through the Lens of Neil Postman
W4403042484,ARM_EXCLUDED_ABSTRACT,abstract,Exploring protein literacy online: a thematic analysis of YouTube comments on food protein knowledge
W4403088765,ARM_EXCLUDED_ABSTRACT,abstract,Short Snips: You T ube Shorts Recommendations for Hair Loss and Alopecia
W4403303899,ARM_EXCLUDED_ABSTRACT,abstract,Rumor Generation and Spreading on WeChat and Facebook During the COVID-19 Pandemic
W4403458436,ARM_EXCLUDED_ABSTRACT,abstract,Improving the Quality of Individual-Level Web Tracking: Challenges of Existing Approaches and Introduction of a New Content and Long-Tail Sensitive Academic Solution
W4403649933,ARM_EXCLUDED_ABSTRACT,abstract,"I like, I share, I vote: Mapping the dynamic system of political marketing"
W4403902536,ARM_NOT_RETRIEVED,retrieval,Trials and Tribulations: Responses of ChatGPT to Patient Questions About Kidney Transplantation
W4404038014,ARM_EXCLUDED_ABSTRACT,abstract,Uncovering coordinated cross-platform information operations: Threatening the integrity of the 2024 U.S. presidential election
W4404133911,ARM_EXCLUDED_ABSTRACT,abstract,What lies beneath: A qualitative review of misinformation on vulval lichen sclerosus
W4404443433,ARM_EXCLUDED_ABSTRACT,abstract,"What does it mean to “do your own research?” A comparative content analysis of DYOR messages in Instagram and Facebook posts about reproductive health, food, and vaccines"
W4404510248,ARM_EXCLUDED_ABSTRACT,abstract,Can artificial intelligence evaluate the quality of YouTube videos on erectile dysfunction?
W4404512531,ARM_EXCLUDED_ABSTRACT,abstract,Literasi Media Mahasiswa Ilmu Komunikasi UPS Tegal Mengenai Hoax Virus Covid-19 Di Social Networking Berdasarkan ICF
W4404816944,ARM_EXCLUDED_ABSTRACT,abstract,Studie: Alles Fake?!
W4404866307,ARM_EXCLUDED_ABSTRACT,abstract,The Impact of Social Fake News on Different Groups of People-Take TikTok and Kuaishou for Example
W4405248240,ARM_EXCLUDED_ABSTRACT,abstract,The Social Convergence of Information Disorder: Discovery and Analysis of the “Fertile Ground” of COVID-19 Vaccine Hesitancy
W4405354334,ARM_EXCLUDED_ABSTRACT,abstract,The Impact of Digital Media on Mass Communication: A Mixed-method Study
W4405656237,ARM_EXCLUDED_ABSTRACT,abstract,Impactos da interpretação sobre sustentabilidade e informações ambientais no Rio Grande do Sul: dados resultantes da aplicação de formulário do Projeto ATIA
W4405686951,ARM_EXCLUDED_FULL_TEXT,full text,"“No claims, no trials, no compensation. Just roll up your sleeve”: social media communication on vaccine uptake sentiments in Canada"
W4405872607,ARM_EXCLUDED_FULL_TEXT,full text,Exploring social media strategies use during the presidential campaign of the 2023 general elections in Nigeria
W4405885015,ARM_EXCLUDED_ABSTRACT,abstract,Media Diet Plan: Analyzing What Media Serves and What's Needed
W4406258487,ARM_EXCLUDED_ABSTRACT,abstract,Women's Perspectives and Challenges in Adopting Perinatal Mental Health Technologies
W4406300755,ARM_EXCLUDED_ABSTRACT,abstract,SOCIAL MEDIA AND FREEDOM OF EXPRESSION: A SURVEY ON UNIVERSITY STUDENTS IN TURKEY
W4406321628,ARM_EXCLUDED_FULL_TEXT,full text,Navigating the digital frontier: protecting adolescents in the age of mobile internet
W4406382191,ARM_NOT_RETRIEVED,retrieval,"The Invisible Majority: Rural Women, Digital Campaigns, and Political Violence"
W4406400320,ARM_EXCLUDED_ABSTRACT,abstract,Computational propaganda and misinformation: AI technologies as tools of media manipulation
W4406628020,ARM_EXCLUDED_ABSTRACT,abstract,"#natural, #vegan, #healing: A Content Analysis of Health Content Among Instagram Posts Focused on Cannabis Edibles"
W4406928642,ARM_EXCLUDED_ABSTRACT,abstract,Misinformation: Analysing the Role of Fact-Checking in Countering Communal and Political Narratives During the 2024 Lok Sabha Elections in India
W4407139351,ARM_NOT_RETRIEVED,retrieval,Radical right populism and the media: evidence from the supply side and demand side of political information in Germany
W4407177512,ARM_NOT_RETRIEVED,retrieval,ANALYZING THE IMPACT OF FALSE INFORMATION ON SOCIAL MEDIA: IMPLICATIONS FOR SOCIETY
W4407195409,ARM_EXCLUDED_ABSTRACT,abstract,NAVIGATING THE GRAY: THE ECONOMIC UNDERBELLY OF TIKTOK'S SIDE HUSTLES
W4407195712,ARM_EXCLUDED_ABSTRACT,abstract,"CONTROVERSIES, PROBLEMATIC INFORMATION, AND POLARISATION: CASE STUDIES ACROSS SIX COUNTRIES"
W4407313862,ARM_EXCLUDED_ABSTRACT,abstract,THE POWER OF DATA ANALYTICS: UNCOVERING BOT ARMIES’ MANIPULATION TECHNIQUES IN ONLINE SOCIAL NETWORKS
W4407598524,ARM_EXCLUDED_FULL_TEXT,full text,Assess Nurses' Social Media Conduct's Effect on Patient Trust
W4407875472,ARM_EXCLUDED_FULL_TEXT,full text,The Spread of Information Disorder on Facebook and its Impact on Sociocultural Sustainability
W4408010436,ARM_EXCLUDED_ABSTRACT,abstract,Perilaku Hate Speech di Media Sosial Facebook dan Twitter (Studi Pada Mahasiswa Universitas Negeri Padang)
W4408046435,ARM_EXCLUDED_ABSTRACT,abstract,"Social Listening Analysis of information patterns and public perception of Lassa fever, Diphtheria, and Cerebrospinal Meningitis in Nigeria"
W4408188925,ARM_EXCLUDED_ABSTRACT,abstract,"2024 ELECTION LITERACY FOR BEGINNER VOTER IN AMURAN DISTRICT, SOUTH MINAHASA"
W4408336983,ARM_EXCLUDED_ABSTRACT,abstract,Exploring the Impact of Social Media Applications on the Education System
W4408657694,ARM_EXCLUDED_ABSTRACT,abstract,Social Media Misuse in Ghana: Ethical Implications and Its Influence on National Values
W4408852689,ARM_EXCLUDED_FULL_TEXT,full text,Social Media as a Learning Tool: Impacts on Collaborative Learning and Knowledge Sharing
W4408899932,ARM_EXCLUDED_ABSTRACT,abstract,Video platforms and sexual healthcare in China: assessment of content on premature ejaculation
W4409064420,ARM_EXCLUDED_ABSTRACT,abstract,COVID-19 health information needs and seeking behaviour of River State population
W4409247829,ARM_EXCLUDED_ABSTRACT,abstract,I really thought I would use more than just Google: Investigating professional journalistic online use with browser history donations
W4409313874,ARM_NOT_RETRIEVED,retrieval,Climate hoax: The shift from scientific discourse to speculative rhetoric in climate change conversations
W4409319996,ARM_EXCLUDED_AT_RULING,extraction,The Quality of Dermatology Match Information on Social Media Platforms: Cross-Sectional Analysis
W4409345740,ARM_EXCLUDED_ABSTRACT,abstract,Content quality versus sharing practices on social media: a cross-sectional analysis of nutrition information on Twitter
W4409380471,ARM_EXCLUDED_ABSTRACT,abstract,"Online News Media And The Issue Of Ethics, Credibility And Information Overload: A Study"
W4409457501,ARM_NOT_RETRIEVED,retrieval,"The Role of Social Media in Shaping Public Discourse among Generation Z: Trends, Challenges, and Implication"
W4409625097,ARM_EXCLUDED_FULL_TEXT,full text,The Fake Propaganda on Tiktok: Measuring Gen Z’s Vulnerability and Building
W4409759918,ARM_EXCLUDED_ABSTRACT,abstract,ANALISIS KETERAMPILAN LITERASI MEMBACA DIGITAL GENERASI Z DALAM MENGIDENTIFIKASI BERITA HOAKS DI ERA DIGITAL
W4409812115,ARM_EXCLUDED_ABSTRACT,abstract,Impact Of Social Media Influence On Senior Citizens
W4409981267,ARM_NOT_RETRIEVED,retrieval,Physicians' Views on Orthobiologics
W4410128941,ARM_EXCLUDED_FULL_TEXT,full text,Healthcare Interventions to Mitigate the Effects of Social Media on Neonatal Health: Combating Misinformation and Enhancing Parental Support
W4410448741,ARM_EXCLUDED_ABSTRACT,abstract,Alfabetizarea digitală și rezistența la dezinformare în cadrul personalului militar al NATO
W4410502312,ARM_EXCLUDED_ABSTRACT,abstract,Analyzing the Role of Social Media in Shaping Public Opinion and Public Policy in the Post-Truth Era
W4410518719,ARM_EXCLUDED_FULL_TEXT,full text,Assessing the Quality and Safety of Do‐It‐Yourself Cosmetic Neuromodulator Injection Tutorials on YouTube
W4410523036,ARM_EXCLUDED_ABSTRACT,abstract,Konstruksi Sosial Masyarakat terhadap Berita Hoaks melalui Media Sosial Whatsapp pada Masa Kampanye Pemilu 2024
W4410552059,ARM_EXCLUDED_ABSTRACT,abstract,Information and funding decisions in peer-to-peer markets: An exploratory study
W4410567000,ARM_EXCLUDED_ABSTRACT,abstract,"Young Australian adults’ preferences, perceptions and use of online nutrition content: a qualitative study"
W4410599995,ARM_EXCLUDED_ABSTRACT,abstract,Intelligent Governance of Fake News on Online Platforms in the Digital Economy Era—A Study on Key Node Identification Based on Multi-Indicators Fusion
W4411123864,ARM_EXCLUDED_ABSTRACT,abstract,From hashtags to healing: Social media insights on kinesio taping in Türkiye
W4411124631,ARM_EXCLUDED_ABSTRACT,abstract,Role of YouTube and Social Media Influencers in Enhancing Financial Literacy among Indian Youth: An Exploratory Study
W4411346129,ARM_EXCLUDED_FULL_TEXT,full text,Behind the hashtags: a review of Instagram posts on pediatric ADHD
W4411410730,ARM_EXCLUDED_ABSTRACT,abstract,ABS1260-PARE HEALTH LITERACY ONLINE SURVEY
W4411579783,ARM_EXCLUDED_ABSTRACT,abstract,Social Media as a Platform for Manipulation: Domestic Experience in the Context of the Russian-Ukrainian War
W4411615967,ARM_NOT_RETRIEVED,retrieval,CAN ARTIFICIAL INTELLIGENCE (CHATGPT) REPLACE HEALTHCARE PROVIDERS' WORKLOAD IN MANAGING TYPE 2 DIABETES?
W4411962565,ARM_NOT_RETRIEVED,retrieval,Was macht eine Behauptung prüfenswert? Eine Untersuchung der Selektionskriterien beim Faktenchecken anhand der Nachrichtenwerttheorie
W4412033631,ARM_EXCLUDED_ABSTRACT,abstract,Influence of Social Media on Public Awareness of Oral Cancer and Early Symptoms
W4412264111,ARM_EXCLUDED_ABSTRACT,abstract,"Different platforms, different journalisms:A diacrone study of content qualities in news media across platforms"
W4412432818,ARM_NOT_RETRIEVED,retrieval,"103. WHATSAPP DOC?!: OLDER IMMIGRANTS, COMMUNICATION AND MENTAL HEALTH."
W4412467255,ARM_EXCLUDED_ABSTRACT,abstract,Digitisation and information dissemination: Evaluating the effect of information spread on national conflict in Nigeria
W4412531037,ARM_EXCLUDED_ABSTRACT,abstract,Validating community concerns of menstrual changes associated with COVID-19 vaccination using a self-controlled case series analysis of real-world data
W4412652518,ARM_EXCLUDED_ABSTRACT,abstract,Mental health risks of pandemic‐related media communication: The mediating roles of distinct types of perceived threat
W4412912227,ARM_EXCLUDED_ABSTRACT,abstract,Possibilidade metodológica para representação de redes sociotécnicas associada ao debate político
W4413168196,ARM_EXCLUDED_ABSTRACT,abstract,"The narrative in digital space, hate speech, fake news, and attempt for their ethical cleansing"
W4413173963,ARM_EXCLUDED_ABSTRACT,abstract,Decoding Gen-Z: The Impact of Social Networks on Their Decision-Making Mechanisms
W4413218774,ARM_EXCLUDED_ABSTRACT,abstract,A systematic analysis of the quality of online nutrition information relating to autism and diet available on the social media platform X (formerly Twitter)
W4413442335,ARM_EXCLUDED_ABSTRACT,abstract,A Comparative Analysis of Print and Electronic Media in the Age of Digital Media and Artificial Intelligence
W4413467805,ARM_EXCLUDED_ABSTRACT,abstract,SOCIAL MEDIA AS AN AGENT OF POLITICAL EDUCATION ON ELECTORAL FRAUD IN THE 2023 PRESIDENTIAL ELECTION
W4413745650,ARM_EXCLUDED_ABSTRACT,abstract,AGECovP: identifying ageism and analyzing COVID-19 discourse on older adults in YouTube
W4414036247,ARM_EXCLUDED_ABSTRACT,abstract,Student Advocacy on Social Media: Risk and Opportunities
W4414192883,ARM_INCLUDED_NO_DATA,extraction,"Digital Natives, Critical Strangers: The Challenge of Student Critical Literacy in Indonesia's Post-Truth Era"
W4414259328,ARM_INCLUDED_FROZEN,included,Untrustworthy Website Exposure and Election Beliefs: Selective Exposure and Ideological Asymmetry
W4414288561,ARM_EXCLUDED_ABSTRACT,abstract,Impact of Social Media on Political Awareness and Voting Behaviour in Punjab
W4414351820,ARM_INCLUDED_FROZEN,included,The use of social media in the creation political awareness of youth in Delta State
W4414439834,ARM_NOT_RETRIEVED,retrieval,"EVALUATING THE QUALITY, ACCURACY AND HEALTH IMPACT OF CHOLESTEROL-RELATED CONTENT ON TIKTOK: A SOCIAL MEDIA ANALYSIS"
W4414519581,ARM_EXCLUDED_ABSTRACT,abstract,The Role of Social Media in Mitigating Risks During Civil Unrest: The Case of the 2021 Looting in KwaZulu-Natal
W4414610988,ARM_EXCLUDED_ABSTRACT,abstract,The branding and perception of madrasahs on social media: an analysis of misinformation and public sentiment using social network analysis
W4414731937,ARM_EXCLUDED_ABSTRACT,abstract,"News Media Propaganda and Intricate Conflict Outcomes: A Case Study of 2023 General Elections of Oyo State, Nigeria"
W4414745983,ARM_EXCLUDED_ABSTRACT,abstract,The Effectiveness of Digital Political Communication in Increasing Generation Z Political Participation in Indonesia
W4414897043,ARM_EXCLUDED_ABSTRACT,abstract,"Different Country, Different Truth? A Cross-Country Comparison of Fact-Checking Journalism During Public Health Crises"
W4414897437,ARM_EXCLUDED_ABSTRACT,abstract,The Crisis of Trust in the Digital Age: Potential and Limitations of Civic Engagement in Georgia
W4414979000,ARM_EXCLUDED_ABSTRACT,abstract,"Effect of Digital Electoral Mobilization on National Security in Nairobi City County, Kenya"
W4415153409,ARM_EXCLUDED_FULL_TEXT,full text,Vaccination Conversations on X in Spanish and Catalan: Qualitative Content Analysis
W4415240145,ARM_EXCLUDED_ABSTRACT,abstract,Social Media Use and Information-Sharing Behavior among University Students: A Developing Country Perspective
W4415247114,ARM_EXCLUDED_FULL_TEXT,full text,Combating infodemics: Evaluating the role of accurate health reporting during Lassa fever outbreaks in West Africa
W4415405459,ARM_EXCLUDED_ABSTRACT,abstract,Neonatologists\' Use of Social Media: A Survey Exploring Professional and Personal Practices
W4415543465,ARM_EXCLUDED_FULL_TEXT,full text,Digital Literacy and Information Disorder: Understanding Older Adults' Interaction With False Information on Social Media
W4415623404,ARM_EXCLUDED_ABSTRACT,abstract,The Role of Social Media in Shaping Political Participation among University Students.
W4415661837,ARM_EXCLUDED_ABSTRACT,abstract,Social Media as an Emerging Instrument of Political Engagement: The Case of Obuasi East Constituency
W4415950679,ARM_EXCLUDED_ABSTRACT,abstract,Social Media Trends and Public Opinion Dynamics in Port Harcourt
W4416108110,ARM_EXCLUDED_ABSTRACT,abstract,Media and Mental Health: Examining the impact of Information Overload during COVID-19 and Creating awareness on fake-information through the #CheckTheFake campaign of ARMT
W4416358967,ARM_EXCLUDED_ABSTRACT,abstract,Hashtag Democracy: Social Media Movements and the Shifting Terrain of Civic Engagement
W4416739609,ARM_NOT_RETRIEVED,retrieval,Quality of Online News Media Reports of Sexual Violence in India
W4416759143,ARM_NOT_RETRIEVED,retrieval,PO:08:118 | “Posting Arthritis”: rheumatoid arthritis vs. juvenile idiopathic arthritis contents on social media
W4416794548,ARM_EXCLUDED_FULL_TEXT,full text,Invisible Editors: Impact of AI on Media Content Quality and Trust
W4416800034,ARM_EXCLUDED_ABSTRACT,abstract,Reducing decisional conflict in COVID-19 vaccination in ethnocultural communities through sensemaking: a participatory action mixed-methods study
W4416871918,ARM_EXCLUDED_ABSTRACT,abstract,"Assessment of Knowledge, Attitude, and Anxiety among Healthcare Providers and Medical Students in Iraq about Monkeypox Virus during the 2024 Global Outbreak"
W4417119300,ARM_INCLUDED_FROZEN,included,Quality Assessment of Videos about Radiotherapy-Related Oral Mucositis on YouTube in Brazil
W4417165686,ARM_EXCLUDED_ABSTRACT,abstract,(115) Assessing the Quality of Ai-Generated Responses to Patient Queries on Regenerative Therapies for Erectile Dysfunction: A Multi-Platform Evaluation
W4417167038,ARM_NOT_RETRIEVED,retrieval,(277) What AI Performs Best When Answering Commonly Asked Questions About Testosterone Replacement Therapy?
W4417292706,ARM_INCLUDED_NO_DATA,extraction,The Effectiveness of Social Media in Customer Risk Awareness
W4417536004,ARM_EXCLUDED_ABSTRACT,abstract,Technology of trust: «Vaxi» – a modern vaccination solution.
W7105918140,ARM_EXCLUDED_ABSTRACT,abstract,Influence of WhatsApp Broadcast Messages on Political Discourse during the 2023 Presidential Election in Selected South-South States of Nigeria
W7107870533,ARM_EXCLUDED_ABSTRACT,abstract,Exploring The Impact of Social Media Utilization on Perceived Information Overload: The Mediating Role of Information Disorder Experiences
W7110622323,ARM_NOT_RETRIEVED,retrieval,Digitalization of News: Shaping News Consumption Behavior
W7110905629,ARM_NOT_RETRIEVED,retrieval,(094) Hung up on Size: A Cross-Platform Analysis of Penis Size Perceptions on Social Media
W7111195971,ARM_EXCLUDED_ABSTRACT,abstract,Reels Addiction and Mental Health: A Questionnaire-Based Study on Its Psychological Impact
W7113148141,ARM_EXCLUDED_ABSTRACT,abstract,THE IMPACT OF SOCIAL MEDIA ON DIETARY CHOICES AMONG YOUNG ADULTS
W7115918384,ARM_EXCLUDED_ABSTRACT,abstract,Collective Action in Digital Activism: How Hashtags Mobilize Social Movements
W7117102890,ARM_EXCLUDED_ABSTRACT,abstract,Medicinal Plants for Acne Vulgaris: An Evidence‐Based Review of Treatments Promoted by Social Media
W7117236533,ARM_EXCLUDED_ABSTRACT,abstract,Public narratives of geriatric diseases in the digital space: A topic modelling analysis of YouTube comments
W7117302408,ARM_INCLUDED_FROZEN,included,From Awareness to Compliance Government Social Media Communication and Citizens’ Behaviour toward NIN–SIM Registration in Nigeria
W7117312300,ARM_EXCLUDED_FULL_TEXT,full text,"The Importance of Media Literacy in the Dissemination and Acceptance of Disaster-Related Information on Digital Platforms: Specifically, to the Ditva Tropical Cyclone Disaster in Sri Lanka in November 2025"
W7117370959,ARM_EXCLUDED_FULL_TEXT,full text,Current Misconceptions of Obsessive-Compulsive Disorder Among Chinese Adolescents: Causes and Implications
W7117760189,ARM_EXCLUDED_ABSTRACT,abstract,The algorithmic curator: A Bayesian analysis of social media's influence on news consumption patterns and biases
W7117766416,ARM_EXCLUDED_ABSTRACT,abstract,"THE ROLE OF CIVIL SOCIETY IN FIGHTING DISINFORMATION: SUCCESSES, FAILURES, AND FUTURE DIRECTIONS IN ROMANIA IN THE EU CONTEXT"
W7117887723,ARM_EXCLUDED_FULL_TEXT,full text,THE ROLE OF SOCIAL MEDIA IN IMPROVING POLITICAL PARTICIPATION IN NIGERIA: A CASE STUDY OF 2023 GENERAL ELECTIONS IN NIGER STATE
W7118119044,ARM_EXCLUDED_ABSTRACT,abstract,"Knowledge, Perceptions, and Preventive Practices on Mpox in Zimbabwe: Insights from districts with suspected and confirmed cases"
W7118367196,ARM_NOT_RETRIEVED,retrieval,"Awareness, Usage and Challenges of online news platform among Lagos State Local government workers"
W7118388341,ARM_EXCLUDED_ABSTRACT,abstract,Audience Perception of Igbo Broadcast News Credibility in Enugu South Local Government Area of Enugu state
W7119066706,ARM_EXCLUDED_ABSTRACT,abstract,MEDIA LITERACY AS A FOUNDATION OF DIGITAL COMPETENCE IN FUTURE MEDICAL PROFESSIONALS
W7119112578,ARM_NOT_RETRIEVED,retrieval,AI in Layman’s life
W7119496210,ARM_EXCLUDED_ABSTRACT,abstract,"Fact-Checking in Venezuela: Navigating Authoritarianism, Media Collapse, and Economic Crisis to Counter Misinformation"
W7120975745,ARM_EXCLUDED_ABSTRACT,abstract,"Instagram, Youth, and Law Enforcement in Pakistan: A Study of Perceptions, Trust, and Civic Engagement"
W7122536298,ARM_EXCLUDED_ABSTRACT,abstract,Topic evolution in social media discourse during global health emergencies
W7124251785,ARM_EXCLUDED_ABSTRACT,abstract,A Checagem de Fatos em Redes Sociais On-Line no Combate à Desinformação sobre Mudanças Climáticas no Rio Grande do Sul
W7124839521,ARM_EXCLUDED_ABSTRACT,abstract,Modeling Propagation of Financial Fraud A Case Study of Cryptocurrency Scam in Social Networks
W7125091482,ARM_EXCLUDED_ABSTRACT,abstract,A crise climática e as dinâmicas glocais de desinformação
W7125369974,ARM_EXCLUDED_ABSTRACT,abstract,Amplifying Her Voice: The Power of Social Media in Women’s Health Awareness and Advocacy in Nigeria
W7125380806,ARM_EXCLUDED_ABSTRACT,abstract,"Deepfakes, Public Trust, and Online Discourse: Sentiment Analysis of Responses to the “Guru Beban Negara” Hoax Clarification on Social Media"
W7125488928,ARM_EXCLUDED_ABSTRACT,abstract,Denial and Misconceptions about Tropical Deforestation
W7125568091,ARM_EXCLUDED_ABSTRACT,abstract,Interés público y desinformación en tiempos de crisis: el caso de la DANA en Valencia en 2024
W7125574270,ARM_EXCLUDED_ABSTRACT,abstract,"Desinformación en el sector alimentario. Estudio de casos publicados en Maldita, Newtral y EFE Verifica"
W7125949361,ARM_EXCLUDED_ABSTRACT,abstract,User Responses to Linguistic Diversity in Instagram based on the Language Subordination Model Process
W7125955053,ARM_EXCLUDED_ABSTRACT,abstract,“Let them eat kale!”: Appeals to class-based resentment in American conservative opposition to climate change solutions
W7126218390,ARM_EXCLUDED_ABSTRACT,abstract,Scrutinizing Systemic Risks in Personalized Recommender Systems Through Sock-Puppet Auditing of VLOPs
W7127141106,ARM_EXCLUDED_FULL_TEXT,full text,The Impact of Social Media on Shaping Voter’s Political Opinions: A Study of the 2024 Presidential Election in Sri Lanka
W7127396173,ARM_EXCLUDED_ABSTRACT,abstract,Effect of Social Media on National Security During the 2020 ENDSARS Protests in Lagos State
W7127951292,ARM_EXCLUDED_ABSTRACT,abstract,DATA JUSTICE IN FOOD MARKETING: WILL ALGORITHMS ELIMINATE DATA BIAS ON PLATFORMS?
W7128435088,ARM_EXCLUDED_FULL_TEXT,full text,"Cybersecurity risk of frequent social media use among Gen Z influencers: A case study of university student Facebook users in Kisii University, Kenya"
W7128476594,ARM_EXCLUDED_ABSTRACT,abstract,Role of Social Media in Public Awareness in Pakistan: A Case Study of Khyber Pakhtunkhwa (2017–2025)
W7128504941,ARM_EXCLUDED_ABSTRACT,abstract,"SOCIAL MEDIA AS A CATALYST FOR PROTEST MOBILISATION AGAINST SEXUAL VIOLENCE: DIGITAL ACTIVISM, CELEBRITY INFLUENCE AND OFFLINE PARTICIPATION IN INDIA"
W7128716320,ARM_EXCLUDED_ABSTRACT,abstract,Evaluating Social Media Platforms for Promotion of Maternal Health Awareness among Women in Nasarawa State
W7128921423,ARM_EXCLUDED_ABSTRACT,abstract,"Youth’s Exposure to Social Media and Its Influence on Political Engagement in A Private Educational Institution in Lipa City, Batangas"
W7130247705,ARM_EXCLUDED_ABSTRACT,abstract,Literacidad crítica y ciudadanía digital. Desinformación y sesgos de género en la formación del profesorado de Educación Básica y de Historia
W7130820602,ARM_EXCLUDED_ABSTRACT,abstract,An Experiential View of What Short Digital News Practices Mean from An Audience Perspective
W7131351810,ARM_EXCLUDED_ABSTRACT,abstract,A Machine Learning Driven Framework for Enhancing Digital Election Campaigns to Strengthen Democracy
W7132817981,ARM_EXCLUDED_ABSTRACT,abstract,"THE INFLUENCE OF SOCIAL MEDIA ON SOCIAL ORDER IN CALABAR METROPOLIS OF CROSS RIVER STATE, NIGERIA"
W7133136622,ARM_EXCLUDED_ABSTRACT,abstract,Regulatory Challenges in Controlling Misinformation on Encrypted and Algorithm-Driven Platforms: A Critical Evaluation of Facebook and WhatsApp
W7133342276,ARM_EXCLUDED_FULL_TEXT,full text,Changes in the News Paradigm in Online Journalism
W7133344411,ARM_EXCLUDED_ABSTRACT,abstract,Evaluating the Role of Social Media in Democratic Deliberation: A Study
W7133500060,ARM_EXCLUDED_ABSTRACT,abstract,ETHICAL DISCOURSE IN PUBLIC RELATIONS PRACTICE IN THE DIGITAL AGE
W7133522495,ARM_EXCLUDED_ABSTRACT,abstract,"SOCIAL MEDIA IN ELECTIONS: EVIDENCE FROM THE UNITED STATES, GERMANY, AND AUSTRALIA"
W7133537437,ARM_EXCLUDED_ABSTRACT,abstract,DETECTING OPINION LEADERS IN A TELEGRAM NETWORK OF FORWARDED MESSAGES
W7133549571,ARM_EXCLUDED_FULL_TEXT,full text,CULTURAL BAIT: KWAI’S COLD START ALGORITHM AND THE INSTRUMENTALIZATION OF BRAZILIAN CULTURE
W7133549810,ARM_EXCLUDED_ABSTRACT,abstract,"THROWING SPAGHETTI, SEEING WHAT STICKS: ITERATIVE DECEPTION IN DIGITAL STRATEGIC INFORMATION OPERATIONS"
W7133591808,ARM_EXCLUDED_FULL_TEXT,full text,REDES SOCIALES Y DESINFORMACIÓN ECONÓMICA: IMPACTO EN LA CIUDADANÍA DIGITAL
W7134189934,ARM_EXCLUDED_ABSTRACT,abstract,Adaptation of modern mass media and news media to a multichannel information distribution environment
W7134227921,ARM_EXCLUDED_ABSTRACT,abstract,AI-Driven Media Evolution: Redefining Journalism and Communication in the Digital Age
W7134248076,ARM_EXCLUDED_ABSTRACT,abstract,"Digital Media, Cultural Transformation, and Social Disorganization: An Indian Perspective"
W7134255627,ARM_EXCLUDED_ABSTRACT,abstract,Disaster Management in The Digital ERA: The Power of Social Media Engagement
W7134264872,ARM_EXCLUDED_ABSTRACT,abstract,Navigating the Digital Maze: Analyzing Media Literacy Challenges Among Youth in Lucknow City
W7134270978,ARM_NOT_RETRIEVED,retrieval,"Social Media as Source of Oral Health Information-Seeking among Adult Residents of Jos-South Local Government Area, Plateau State, Nigeria"
W7134272174,ARM_NOT_RETRIEVED,retrieval,Reshaping the Way Hotel Guests Make Decisions: Unpacking the Role of New Media Literacy in Online Hotel Booking Platforms
W7134276768,ARM_NOT_RETRIEVED,retrieval,Performance evaluation of large language models in answering patients' questions about treatment of connective tissue diseases
W7134806723,ARM_NOT_RETRIEVED,retrieval,Perceived Credibility of Online News Media Among Lagos State Local Government Workers
W7134836879,ARM_EXCLUDED_ABSTRACT,abstract,"Exposure and Trust in Online Political Messages in the Age of Social Media Algorithms among Voters in South-South, Nigeria"
W7135067715,ARM_EXCLUDED_ABSTRACT,abstract,"Influence of Social Media in Healthcare Decision Making: Evidence from Prem Niketan Hospital, Jaipur"
